ageGroup,region,relation,gender,planClassKey,industryKey,operatorTypeKey,memberCount
24-28,REGION_SCOTLAND,RELATION_DEPENDANT,F,null,null,null,85
0-18,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,410
44-48,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,306
49-53,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,244
0-18,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,M,null,null,null,102
24-28,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,415
29-33,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,55
44-48,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,399
44-48,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,226
44-48,REGION_SCOTLAND,RELATION_EMPLOYEE,F,null,null,null,20
44-48,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,472
24-28,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,124
34-38,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,85
34-38,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,M,null,null,null,162
19-23,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,217
39-43,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,159
19-23,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,229
29-33,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,274
44-48,REGION_SCOTLAND,RELATION_DEPENDANT,F,null,null,null,435
39-43,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,481
34-38,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,410
34-38,REGION_WALES,RELATION_EMPLOYEE,F,null,null,null,19
0-18,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,294
24-28,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,257
34-38,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,390
59-63,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,278
29-33,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,140
39-43,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,285
39-43,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,285
29-33,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,201
39-43,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,29
39-43,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,22
39-43,REGION_SCOTLAND,RELATION_DEPENDANT,F,null,null,null,274
44-48,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,385
34-38,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,199
34-38,REGION_WALES,RELATION_EMPLOYEE,M,null,null,null,73
39-43,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,352
29-33,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,464
54-58,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,427
0-18,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,422
29-33,REGION_NORTH_EAST,RELATION_DEPENDANT,M,null,null,null,47
44-48,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,M,null,null,null,311
29-33,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,483
39-43,REGION_WALES,RELATION_EMPLOYEE,M,null,null,null,436
39-43,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,472
39-43,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,451
44-48,REGION_SCOTLAND,RELATION_DEPENDANT,M,null,null,null,349
39-43,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,219
59-63,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,125
54-58,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,336
19-23,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,189
44-48,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,M,null,null,null,265
59-63,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,104
54-58,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,219
34-38,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,165
44-48,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,181
19-23,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,194
44-48,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,257
44-48,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,320
49-53,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,462
39-43,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,403
0-18,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,481
19-23,REGION_SCOTLAND,RELATION_EMPLOYEE,F,null,null,null,184
34-38,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,422
39-43,REGION_WALES,RELATION_EMPLOYEE,M,null,null,null,417
34-38,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,443
34-38,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,475
0-18,REGION_WALES,RELATION_DEPENDANT,F,null,null,null,435
44-48,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,85
24-28,REGION_NORTH_WEST,RELATION_DEPENDANT,M,null,null,null,20
34-38,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,220
34-38,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,424
29-33,REGION_NORTH_EAST,RELATION_EMPLOYEE,F,null,null,null,17
19-23,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,F,null,null,null,138
44-48,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,447
29-33,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,265
49-53,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,234
29-33,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,89
34-38,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,255
44-48,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,5
49-53,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,113
24-28,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,119
44-48,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,417
44-48,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,F,null,null,null,56
29-33,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,13
34-38,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,294
34-38,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,M,null,null,null,9
24-28,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,479
44-48,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,450
59-63,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,256
24-28,REGION_NORTH_EAST,RELATION_EMPLOYEE,F,null,null,null,188
29-33,REGION_WALES,RELATION_DEPENDANT,M,null,null,null,239
24-28,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,249
39-43,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,486
29-33,REGION_SCOTLAND,RELATION_DEPENDANT,F,null,null,null,415
54-58,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,106
24-28,REGION_SCOTLAND,RELATION_DEPENDANT,M,null,null,null,267
0-18,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,432
39-43,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,54
29-33,REGION_SCOTLAND,RELATION_DEPENDANT,M,null,null,null,220
54-58,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,296
0-18,REGION_NORTH_EAST,RELATION_DEPENDANT,M,null,null,null,443
29-33,REGION_SCOTLAND,RELATION_EMPLOYEE,F,null,null,null,69
24-28,REGION_WALES,RELATION_EMPLOYEE,M,null,null,null,231
54-58,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,433
44-48,REGION_NORTH_EAST,RELATION_DEPENDANT,M,null,null,null,276
0-18,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,152
19-23,REGION_WALES,RELATION_EMPLOYEE,F,null,null,null,428
49-53,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,182
49-53,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,23
44-48,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,108
24-28,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,259
19-23,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,435
19-23,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,452
44-48,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,F,null,null,null,486
34-38,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,94
29-33,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,M,null,null,null,383
54-58,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,130
19-23,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,92
44-48,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,362
44-48,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,440
39-43,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,203
19-23,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,M,null,null,null,40
24-28,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,228
29-33,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,493
54-58,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,305
24-28,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,35
39-43,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,223
19-23,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,277
29-33,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,14
19-23,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,302
34-38,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,269
29-33,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,157
24-28,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,M,null,null,null,217
29-33,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,388
34-38,REGION_SCOTLAND,RELATION_DEPENDANT,F,null,null,null,378
19-23,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,121
44-48,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,99
49-53,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,190
44-48,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,119
49-53,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,307
24-28,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,340
59-63,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,242
29-33,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,237
44-48,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,3
34-38,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,449
29-33,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,442
39-43,REGION_WALES,RELATION_EMPLOYEE,F,null,null,null,354
19-23,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,280
19-23,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,M,null,null,null,82
29-33,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,65
29-33,REGION_WALES,RELATION_EMPLOYEE,M,null,null,null,435
59-63,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,326
19-23,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,180
44-48,REGION_WALES,RELATION_DEPENDANT,F,null,null,null,34
29-33,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,410
34-38,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,368
59-63,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,275
19-23,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,204
24-28,REGION_SCOTLAND,RELATION_DEPENDANT,M,null,null,null,226
44-48,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,387
39-43,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,315
0-18,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,348
29-33,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,7
39-43,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,475
29-33,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,242
34-38,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,102
44-48,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,484
24-28,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,291
34-38,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,37
59-63,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,187
19-23,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,430
34-38,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,417
44-48,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,211
29-33,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,39
34-38,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,435
24-28,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,454
49-53,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,209
0-18,REGION_SCOTLAND,RELATION_DEPENDANT,F,null,null,null,34
39-43,REGION_NORTH_WEST,RELATION_DEPENDANT,M,null,null,null,117
49-53,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,69
54-58,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,294
0-18,REGION_NORTH_EAST,RELATION_DEPENDANT,M,null,null,null,239
59-63,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,99
24-28,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,260
24-28,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,322
34-38,REGION_SCOTLAND,RELATION_DEPENDANT,F,null,null,null,229
39-43,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,314
29-33,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,256
0-18,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,441
34-38,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,252
0-18,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,467
39-43,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,458
39-43,REGION_WALES,RELATION_DEPENDANT,M,null,null,null,360
24-28,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,37
24-28,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,170
44-48,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,76
34-38,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,127
24-28,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,398
0-18,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,98
19-23,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,474
29-33,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,21
19-23,REGION_SCOTLAND,RELATION_DEPENDANT,M,null,null,null,498
19-23,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,455
34-38,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,420
54-58,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,80
39-43,REGION_NORTH_EAST,RELATION_DEPENDANT,M,null,null,null,403
59-63,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,85
24-28,REGION_WALES,RELATION_DEPENDANT,F,null,null,null,114
19-23,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,205
19-23,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,372
44-48,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,143
59-63,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,455
54-58,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,96
34-38,REGION_SCOTLAND,RELATION_EMPLOYEE,F,null,null,null,230
59-63,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,72
39-43,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,261
34-38,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,475
0-18,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,382
29-33,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,185
44-48,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,M,null,null,null,344
34-38,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,419
0-18,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,F,null,null,null,24
39-43,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,226
29-33,REGION_WALES,RELATION_DEPENDANT,M,null,null,null,363
34-38,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,29
39-43,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,188
44-48,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,162
59-63,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,194
54-58,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,105
24-28,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,8
49-53,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,335
29-33,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,212
39-43,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,141
54-58,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,399
54-58,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,155
29-33,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,470
49-53,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,111
34-38,REGION_WALES,RELATION_EMPLOYEE,M,null,null,null,259
49-53,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,149
19-23,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,290
49-53,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,371
39-43,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,275
59-63,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,421
29-33,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,208
54-58,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,401
29-33,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,191
39-43,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,149
24-28,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,M,null,null,null,398
19-23,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,252
29-33,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,43
34-38,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,M,null,null,null,50
0-18,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,M,null,null,null,323
19-23,REGION_NORTH_EAST,RELATION_EMPLOYEE,F,null,null,null,66
29-33,REGION_WALES,RELATION_DEPENDANT,F,null,null,null,246
49-53,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,474
0-18,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,130
19-23,REGION_NORTH_WEST,RELATION_DEPENDANT,M,null,null,null,152
24-28,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,304
19-23,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,192
39-43,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,470
19-23,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,152
24-28,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,3
34-38,REGION_SCOTLAND,RELATION_DEPENDANT,F,null,null,null,355
49-53,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,404
44-48,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,247
24-28,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,49
44-48,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,F,null,null,null,105
29-33,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,455
29-33,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,220
39-43,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,477
24-28,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,177
59-63,REGION_WALES,RELATION_EMPLOYEE,F,null,null,null,166
59-63,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,371
34-38,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,178
49-53,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,280
59-63,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,164
24-28,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,331
29-33,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,14
24-28,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,M,null,null,null,190
39-43,REGION_SCOTLAND,RELATION_EMPLOYEE,F,null,null,null,226
44-48,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,180
29-33,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,371
29-33,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,74
24-28,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,219
19-23,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,50
54-58,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,292
29-33,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,193
29-33,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,488
0-18,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,M,null,null,null,44
44-48,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,97
29-33,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,122
29-33,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,M,null,null,null,171
19-23,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,283
39-43,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,110
19-23,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,122
39-43,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,484
49-53,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,238
29-33,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,364
34-38,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,353
0-18,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,177
29-33,REGION_WALES,RELATION_EMPLOYEE,F,null,null,null,138
0-18,REGION_SCOTLAND,RELATION_DEPENDANT,F,null,null,null,23
19-23,REGION_WALES,RELATION_DEPENDANT,F,null,null,null,205
34-38,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,14
34-38,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,9
44-48,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,366
29-33,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,69
0-18,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,437
24-28,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,40
44-48,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,198
19-23,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,M,null,null,null,312
34-38,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,78
29-33,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,280
44-48,REGION_NORTH_EAST,RELATION_DEPENDANT,M,null,null,null,465
59-63,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,325
19-23,REGION_WALES,RELATION_DEPENDANT,F,null,null,null,455
59-63,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,44
59-63,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,437
29-33,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,101
24-28,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,98
49-53,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,93
29-33,REGION_NORTH_WEST,RELATION_DEPENDANT,M,null,null,null,97
34-38,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,397
19-23,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,23
59-63,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,499
0-18,REGION_NORTH_EAST,RELATION_DEPENDANT,M,null,null,null,401
24-28,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,389
49-53,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,476
24-28,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,157
39-43,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,111
44-48,REGION_SCOTLAND,RELATION_DEPENDANT,F,null,null,null,173
39-43,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,414
44-48,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,181
