ageGroup,region,relation,gender,planClassKey,industryKey,operatorTypeKey,memberCount
26-35,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,340
76+,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,242
36-45,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,237
61-65,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,3
46-55,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,449
36-45,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,442
56-60,REGION_WALES,RELATION_EMPLOYEE,F,null,null,null,354
19-25,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,280
19-25,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,M,null,null,null,82
36-45,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,65
36-45,REGION_WALES,RELATION_EMPLOYEE,M,null,null,null,435
76+,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,326
19-25,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,180
61-65,REGION_WALES,RELATION_DEPENDANT,F,null,null,null,34
36-45,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,410
46-55,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,368
76+,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,275
19-25,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,204
26-35,REGION_SCOTLAND,RELATION_DEPENDANT,M,null,null,null,226
61-65,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,387
56-60,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,315
0-18,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,348
36-45,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,7
56-60,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,475
36-45,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,242
46-55,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,102
61-65,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,484
26-35,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,291
46-55,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,37
76+,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,187
19-25,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,430
46-55,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,417
61-65,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,211
36-45,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,39
46-55,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,435
26-35,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,454
66-70,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,209
0-18,REGION_SCOTLAND,RELATION_DEPENDANT,F,null,null,null,34
56-60,REGION_NORTH_WEST,RELATION_DEPENDANT,M,null,null,null,117
66-70,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,69
71-75,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,294
0-18,REGION_NORTH_EAST,RELATION_DEPENDANT,M,null,null,null,239
76+,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,99
26-35,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,260
26-35,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,322
46-55,REGION_SCOTLAND,RELATION_DEPENDANT,F,null,null,null,229
56-60,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,314
36-45,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,256
0-18,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,441
46-55,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,252
0-18,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,467
56-60,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,458
56-60,REGION_WALES,RELATION_DEPENDANT,M,null,null,null,360
26-35,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,37
26-35,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,170
61-65,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,76
46-55,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,127
26-35,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,398
0-18,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,98
19-25,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,474
36-45,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,21
19-25,REGION_SCOTLAND,RELATION_DEPENDANT,M,null,null,null,498
19-25,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,455
46-55,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,420
71-75,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,80
56-60,REGION_NORTH_EAST,RELATION_DEPENDANT,M,null,null,null,403
76+,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,85
26-35,REGION_WALES,RELATION_DEPENDANT,F,null,null,null,114
19-25,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,205
19-25,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,372
61-65,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,143
76+,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,455
71-75,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,96
46-55,REGION_SCOTLAND,RELATION_EMPLOYEE,F,null,null,null,230
76+,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,72
56-60,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,261
46-55,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,475
0-18,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,382
36-45,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,185
61-65,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,M,null,null,null,344
46-55,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,419
0-18,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,F,null,null,null,24
56-60,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,226
36-45,REGION_WALES,RELATION_DEPENDANT,M,null,null,null,363
46-55,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,29
56-60,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,188
61-65,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,162
76+,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,194
71-75,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,105
26-35,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,8
66-70,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,335
36-45,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,212
56-60,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,141
71-75,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,399
71-75,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,155
36-45,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,470
66-70,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,111
46-55,REGION_WALES,RELATION_EMPLOYEE,M,null,null,null,259
66-70,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,149
19-25,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,290
66-70,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,371
56-60,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,275
76+,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,421
36-45,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,208
71-75,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,401
36-45,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,191
56-60,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,149
26-35,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,M,null,null,null,398
19-25,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,252
36-45,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,43
46-55,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,M,null,null,null,50
0-18,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,M,null,null,null,323
19-25,REGION_NORTH_EAST,RELATION_EMPLOYEE,F,null,null,null,66
36-45,REGION_WALES,RELATION_DEPENDANT,F,null,null,null,246
66-70,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,474
0-18,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,130
19-25,REGION_NORTH_WEST,RELATION_DEPENDANT,M,null,null,null,152
26-35,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,304
19-25,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,192
56-60,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,470
19-25,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,152
26-35,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,3
46-55,REGION_SCOTLAND,RELATION_DEPENDANT,F,null,null,null,355
66-70,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,404
61-65,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,247
26-35,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,49
61-65,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,F,null,null,null,105
36-45,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,455
36-45,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,220
56-60,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,477
26-35,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,177
76+,REGION_WALES,RELATION_EMPLOYEE,F,null,null,null,166
76+,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,371
46-55,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,178
66-70,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,280
76+,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,164
26-35,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,331
36-45,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,14
26-35,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,M,null,null,null,190
56-60,REGION_SCOTLAND,RELATION_EMPLOYEE,F,null,null,null,226
61-65,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,180
36-45,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,371
36-45,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,74
26-35,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,219
19-25,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,50
71-75,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,292
36-45,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,193
36-45,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,488
0-18,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,M,null,null,null,44
61-65,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,97
36-45,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,122
36-45,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,M,null,null,null,171
19-25,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,283
56-60,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,110
19-25,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,122
56-60,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,484
66-70,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,238
36-45,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,364
46-55,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,353
0-18,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,177
36-45,REGION_WALES,RELATION_EMPLOYEE,F,null,null,null,138
0-18,REGION_SCOTLAND,RELATION_DEPENDANT,F,null,null,null,23
19-25,REGION_WALES,RELATION_DEPENDANT,F,null,null,null,205
46-55,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,14
46-55,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,9
61-65,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,366
36-45,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,69
0-18,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,437
26-35,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,40
61-65,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,198
19-25,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,M,null,null,null,312
46-55,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,78
36-45,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,280
61-65,REGION_NORTH_EAST,RELATION_DEPENDANT,M,null,null,null,465
76+,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,325
19-25,REGION_WALES,RELATION_DEPENDANT,F,null,null,null,455
76+,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,44
76+,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,437
36-45,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,101
26-35,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,98
66-70,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,93
36-45,REGION_NORTH_WEST,RELATION_DEPENDANT,M,null,null,null,97
46-55,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,397
19-25,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,23
76+,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,499
0-18,REGION_NORTH_EAST,RELATION_DEPENDANT,M,null,null,null,401
26-35,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,389
66-70,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,476
26-35,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,157
56-60,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,111
61-65,REGION_SCOTLAND,RELATION_DEPENDANT,F,null,null,null,173
56-60,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,414
61-65,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,181
19-25,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,283
19-25,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,117
0-18,REGION_NORTH_EAST,RELATION_DEPENDANT,M,null,null,null,265
19-25,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,415
61-65,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,39
26-35,REGION_SCOTLAND,RELATION_EMPLOYEE,F,null,null,null,498
36-45,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,441
66-70,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,321
71-75,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,43
56-60,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,412
56-60,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,495
76+,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,90
61-65,REGION_WALES,RELATION_EMPLOYEE,F,null,null,null,157
36-45,REGION_WALES,RELATION_DEPENDANT,M,null,null,null,164
26-35,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,194
0-18,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,223
66-70,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,303
26-35,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,90
36-45,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,270
66-70,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,110
36-45,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,29
36-45,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,489
36-45,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,146
46-55,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,315
26-35,REGION_SCOTLAND,RELATION_EMPLOYEE,F,null,null,null,111
36-45,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,136
71-75,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,180
46-55,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,384
36-45,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,M,null,null,null,318
66-70,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,199
56-60,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,348
71-75,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,15
46-55,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,226
46-55,REGION_NORTH_EAST,RELATION_EMPLOYEE,F,null,null,null,107
36-45,REGION_WALES,RELATION_EMPLOYEE,F,null,null,null,134
19-25,REGION_NORTH_EAST,RELATION_DEPENDANT,M,null,null,null,405
0-18,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,48
26-35,REGION_WALES,RELATION_EMPLOYEE,M,null,null,null,421
76+,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,M,null,null,null,303
46-55,REGION_WALES,RELATION_DEPENDANT,F,null,null,null,241
36-45,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,115
19-25,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,481
26-35,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,146
36-45,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,66
56-60,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,445
56-60,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,120
61-65,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,340
19-25,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,3
19-25,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,493
26-35,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,454
46-55,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,139
19-25,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,54
19-25,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,239
26-35,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,347
36-45,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,89
56-60,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,M,null,null,null,276
46-55,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,94
26-35,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,403
56-60,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,352
36-45,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,234
61-65,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,491
76+,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,454
0-18,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,244
61-65,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,180
46-55,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,59
36-45,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,166
76+,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,93
36-45,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,283
56-60,REGION_WALES,RELATION_EMPLOYEE,M,null,null,null,35
71-75,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,58
61-65,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,49
36-45,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,153
71-75,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,258
19-25,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,45
56-60,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,290
76+,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,74
36-45,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,299
56-60,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,215
71-75,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,108
56-60,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,472
0-18,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,145
76+,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,317
36-45,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,226
19-25,REGION_NORTH_EAST,RELATION_EMPLOYEE,F,null,null,null,179
56-60,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,136
61-65,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,170
61-65,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,24
36-45,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,19
36-45,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,229
26-35,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,416
26-35,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,423
36-45,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,M,null,null,null,18
71-75,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,56
56-60,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,472
71-75,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,20
46-55,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,205
46-55,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,F,null,null,null,275
36-45,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,299
46-55,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,45
76+,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,336
36-45,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,73
0-18,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,113
56-60,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,451
66-70,REGION_SCOTLAND,RELATION_DEPENDANT,M,null,null,null,233
56-60,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,493
26-35,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,350
26-35,REGION_WALES,RELATION_EMPLOYEE,M,null,null,null,25
61-65,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,229
61-65,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,498
61-65,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,221
36-45,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,292
61-65,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,421
46-55,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,434
61-65,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,436
26-35,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,278
56-60,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,193
36-45,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,488
56-60,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,461
46-55,REGION_NORTH_EAST,RELATION_EMPLOYEE,F,null,null,null,490
56-60,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,50
71-75,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,191
0-18,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,175
71-75,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,362
26-35,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,356
61-65,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,357
56-60,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,327
19-25,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,M,null,null,null,460
46-55,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,330
56-60,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,358
61-65,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,246
56-60,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,108
56-60,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,210
76+,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,271
19-25,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,440
36-45,REGION_NORTH_EAST,RELATION_DEPENDANT,M,null,null,null,418
46-55,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,260
56-60,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,14
26-35,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,54
36-45,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,89
76+,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,302
36-45,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,22
19-25,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,262
